user_id,product_id,weight
55629,46363,1
55629,47074,1
55630,260,2
55630,432,1
55630,1244,3
55630,1336,1
55630,1511,1
55630,2547,1
55630,2611,7
55630,3464,1
55630,3481,1
55630,3583,1
55630,3599,1
55630,3849,1
55630,4089,1
55630,4451,6
55630,4541,2
55630,4656,2
55630,4793,1
55630,4799,1
55630,4920,4
55630,5550,6
55630,5652,1
55630,5769,1
55630,5911,1
55630,6015,2
55630,6377,1
55630,6532,1
55630,6891,3
55630,7021,1
55630,7781,8
55630,7976,1
55630,8174,3
55630,8277,4
55630,8518,1
55630,8988,1
55630,9210,1
55630,10749,2
55630,11067,1
55630,12254,1
55630,12383,1
55630,12797,1
55630,13176,10
55630,13549,1
55630,13852,1
55630,13885,1
55630,13939,4
55630,15479,2
55630,16019,1
55630,17461,2
55630,17600,1
55630,17622,1
55630,17655,1
55630,18027,1
55630,18090,7
55630,18479,1
55630,18523,7
55630,19006,1
55630,19048,2
55630,19057,2
55630,19627,2
55630,19677,1
55630,19893,1
55630,19904,1
55630,20364,1
55630,20574,15
55630,20842,1
55630,21137,15
55630,21461,2
55630,21616,2
55630,22417,1
55630,22825,2
55630,22935,3
55630,23115,1
55630,23516,1
55630,24179,1
55630,24221,6
55630,24561,1
55630,24584,1
55630,24826,1
55630,24841,2
55630,24850,4
55630,24852,20
55630,24891,8
55630,24964,2
55630,25072,1
55630,25513,1
55630,25588,2
55630,25640,2
55630,25659,1
55630,26248,1
55630,26894,1
55630,27061,2
55630,27544,1
55630,27690,2
55630,27966,9
55630,28199,2
55630,28849,1
55630,28985,2
55630,29370,2
55630,29398,2
55630,29594,1
55630,29660,1
55630,30016,1
55630,30391,3
55630,30450,1
55630,30949,1
55630,31343,2
55630,31372,1
55630,31487,2
55630,31766,1
55630,31847,1
55630,31889,1
55630,31915,5
55630,32177,7
55630,32578,1
55630,33593,1
55630,33845,3
55630,34061,2
55630,34448,3
55630,35020,1
55630,35547,1
55630,35819,1
55630,36254,4
55630,36438,7
55630,36724,1
55630,36772,1
55630,38159,2
55630,38293,2
55630,38383,4
55630,38387,1
55630,38684,1
55630,38890,1
55630,38966,3
55630,39275,5
55630,39468,1
55630,39485,2
55630,39561,1
55630,40706,3
55630,40761,1
55630,41220,1
55630,41544,1
55630,41556,2
55630,41950,4
55630,41999,3
55630,42075,1
55630,42093,21
55630,42265,1
55630,42356,1
55630,42669,1
55630,42701,1
55630,42736,2
55630,42803,1
55630,43087,1
55630,43692,1
55630,43713,2
55630,43768,3
55630,43858,2
55630,44359,1
55630,44479,1
55630,44765,1
55630,45002,1
55630,45007,1
55630,45143,1
55630,45200,1
55630,45535,1
55630,45633,2
55630,45913,1
55630,46331,13
55630,46558,1
55630,46667,2
55630,46692,1
55630,47209,3
55630,47626,1
55630,47734,1
55630,47788,2
55630,48679,3
55630,48784,1
55630,48857,14
55630,49215,8
55630,49478,1
55630,49517,1
55630,49585,1
55630,49621,8
55631,2326,1
55631,4175,2
55631,4605,1
55631,5165,1
55631,9387,1
55631,9885,1
55631,13879,1
55631,13966,1
55631,17948,1
55631,18531,3
55631,19204,4
55631,19548,1
55631,20034,1
55631,20995,4
55631,21938,4
55631,22922,1
55631,24964,3
55631,25005,1
55631,26419,1
55631,27966,1
55631,28204,1
55631,28934,2
55631,33731,1
55631,34358,1
55631,34969,4
55631,35176,1
55631,35535,1
55631,35887,6
55631,35951,7
55631,37647,2
55631,39275,4
55631,41544,2
55631,41665,1
55631,41950,3
55631,44636,2
55631,44795,2
55631,46654,3
55631,47209,4
55631,47845,1
55631,48094,3
55631,49401,2
55632,2238,1
55632,3682,1
55632,4656,1
55632,5194,1
55632,5460,1
55632,7693,5
55632,8732,1
55632,9387,1
55632,10049,2
55632,10526,1
55632,12015,2
55632,15160,3
55632,17053,1
55632,19604,1
55632,20711,2
55632,21293,1
55632,21936,2
55632,23915,1
55632,25544,1
55632,25830,1
55632,27344,2
55632,27862,1
55632,28199,1
55632,28202,1
55632,28427,1
55632,29392,1
55632,30338,1
55632,30680,1
55632,31663,1
55632,35898,1
55632,36316,1
55632,36651,1
55632,37017,1
55632,38739,1
55632,39209,2
55632,40348,1
55632,40405,1
55632,45759,1
55632,46484,4
55632,46575,1
55632,48440,2
55633,429,3
55633,2425,1
55633,2717,5
55633,4137,1
55633,4605,4
55633,5077,6
55633,5128,2
55633,5315,1
55633,5488,1
55633,5910,1
55633,5923,1
55633,6031,4
55633,6131,5
55633,6201,2
55633,6286,1
55633,6350,1
55633,6779,1
55633,7342,1
55633,7600,3
55633,8259,1
55633,8878,1
55633,9327,1
55633,9574,1
55633,9851,1
55633,9901,6
55633,10151,2
55633,10442,3
55633,11265,4
55633,11827,1
55633,12333,2
55633,12620,2
55633,13966,2
55633,14126,1
55633,14280,1
55633,15359,1
55633,15464,1
55633,16797,6
55633,17008,1
55633,17122,1
55633,17518,1
55633,17634,7
55633,17900,1
55633,18162,1
55633,18339,1
55633,18987,1
55633,19076,3
55633,19358,4
55633,19468,1
55633,20512,2
55633,20695,17
55633,21011,2
55633,21508,1
55633,21795,1
55633,22372,1
55633,22476,1
55633,22656,2
55633,22699,3
55633,23204,5
55633,23375,1
55633,23842,3
55633,23909,13
55633,24142,5
55633,24754,1
55633,25952,9
55633,26412,7
55633,27323,1
55633,27356,9
55633,27629,1
55633,27681,1
55633,27796,1
55633,27850,1
55633,27928,4
55633,27958,1
55633,27966,2
55633,28473,3
55633,29138,5
55633,30463,1
55633,30584,1
55633,30849,1
55633,31022,1
55633,31563,1
55633,33113,1
55633,33231,1
55633,33560,1
55633,34969,3
55633,35042,3
55633,35613,1
55633,35619,1
55633,36618,1
55633,36806,2
55633,37004,10
55633,37250,1
55633,37609,1
55633,38049,1
55633,38341,5
55633,39032,1
55633,39590,1
55633,40136,1
55633,40177,4
55633,40332,2
55633,40338,1
55633,40490,2
55633,40581,7
55633,41569,1
55633,41602,4
55633,41722,18
55633,42508,1
55633,42699,1
55633,42920,1
55633,43352,6
55633,43509,2
55633,43565,8
55633,43789,1
55633,43867,1
55633,44626,1
55633,44870,1
55633,45149,1
55633,45656,2
55633,46005,1
55633,46147,1
55633,46522,2
55633,46598,1
55633,46692,2
55633,46709,1
55633,46749,1
55633,46981,14
55633,47226,1
55633,47479,1
55633,47626,1
55633,47766,1
55633,47965,1
55633,48142,1
55633,48395,1
55633,48645,3
55633,49141,1
55633,49381,1
55633,49678,1
55634,2326,1
55634,4781,4
55634,5131,1
55634,7549,2
55634,9076,2
55634,9092,1
55634,9825,2
55634,11777,1
55634,12798,1
55634,13909,1
55634,16228,1
55634,18266,1
55634,18656,1
55634,24852,4
55634,24964,1
55634,25093,2
55634,25330,1
55634,25340,3
55634,25471,1
55634,26848,1
55634,28387,1
55634,30489,3
55634,33731,1
55634,33919,1
55634,34243,1
55634,37011,4
55634,38159,1
55634,38456,1
55634,40604,1
55634,40706,3
55634,41065,1
55634,41290,2
55634,41665,1
55634,41909,2
55634,41950,2
55634,45007,2
55634,45066,1
55634,46676,2
55634,46906,2
55634,47042,2
55634,47766,2
55634,47845,4
55634,49683,3
55635,32591,3
55635,35221,1
55635,39873,4
55635,45622,1
55635,46295,3
55635,48370,1
55636,196,3
55636,3512,1
55636,4243,2
55636,4469,1
55636,4723,1
55636,5618,4
55636,6873,1
55636,7482,1
55636,7597,5
55636,9387,1
55636,15622,2
55636,15937,7
55636,16848,16
55636,18239,1
55636,22142,1
55636,22591,9
55636,24382,1
55636,25544,3
55636,26032,1
55636,28058,2
55636,28842,3
55636,28885,1
55636,28993,1
55636,30391,3
55636,31553,11
55636,32828,29
55636,35223,6
55636,36691,1
55636,36822,15
55636,38579,1
55636,39097,6
55636,39858,1
55636,39921,2
55636,40524,3
55636,40606,1
55636,43205,6
55636,46709,1
55636,47931,1
55636,48501,1
55636,49683,1
55637,2482,1
55637,3362,1
55637,4920,1
55637,7607,1
55637,8112,1
55637,12572,1
55637,14467,1
55637,20583,1
55637,31478,1
55637,32820,1
55637,36830,1
55637,43961,1
55637,44097,1
55637,46847,1
55637,47893,1
55638,196,1
55638,378,1
55638,449,3
55638,925,2
55638,1563,1
55638,1905,1
55638,2932,1
55638,3334,2
55638,3813,1
55638,5098,1
55638,7343,1
55638,7545,1
55638,13444,1
55638,15464,1
55638,16374,1
55638,16696,1
55638,18707,1
55638,19488,1
55638,20864,1
55638,21898,1
55638,23313,1
55638,23494,2
55638,23778,1
55638,24239,1
55638,26006,1
55638,27349,1
55638,27745,3
55638,28016,2
55638,28993,1
55638,29082,1
55638,29487,1
55638,31356,2
55638,31564,1
55638,33036,2
55638,33651,3
55638,34573,1
55638,35828,2
55638,35984,1
55638,36993,2
55638,38819,1
55638,44224,1
55638,44584,1
55638,44635,1
55638,46116,1
55638,46547,1
55638,48982,2
55638,49139,1
55638,49434,1
55639,311,1
55639,890,1
55639,952,1
55639,1700,2
55639,3880,1
55639,3977,1
55639,4086,1
55639,4210,8
55639,4605,4
55639,4799,3
55639,5077,1
55639,5373,1
55639,5390,1
55639,5499,1
55639,5618,2
55639,5769,2
55639,5818,1
55639,6101,1
55639,6104,1
55639,6141,2
55639,6808,1
55639,6815,2
55639,7021,1
55639,7923,1
55639,8193,1
55639,8518,1
55639,8955,1
55639,10121,1
55639,10247,1
55639,10369,1
55639,10644,3
55639,11136,2
55639,12206,1
55639,12409,1
55639,12592,1
55639,12797,1
55639,12845,1
55639,13629,1
55639,13829,1
55639,14218,16
55639,14992,3
55639,15937,3
55639,17021,1
55639,17794,5
55639,17948,2
55639,18370,1
55639,18411,1
55639,18471,1
55639,18531,1
55639,18594,6
55639,19531,1
55639,19938,1
55639,20574,3
55639,20842,1
55639,20995,1
55639,21267,2
55639,21413,1
55639,21518,1
55639,21543,1
55639,21791,1
55639,21903,2
55639,22142,4
55639,22825,3
55639,22865,1
55639,22888,1
55639,22922,1
55639,22935,1
55639,23001,1
55639,23165,1
55639,23236,1
55639,23265,1
55639,24204,2
55639,24852,8
55639,25256,1
55639,25340,2
55639,25547,1
55639,25705,1
55639,26209,5
55639,27086,1
55639,27156,4
55639,27521,1
55639,27548,3
55639,27845,2
55639,28204,1
55639,28289,1
55639,28709,1
55639,28842,2
55639,28985,1
55639,29139,1
55639,31343,3
55639,31553,1
55639,32259,1
55639,32433,2
55639,32465,2
55639,33401,1
55639,34358,1
55639,34466,4
55639,34584,1
55639,34969,1
55639,35004,1
55639,35108,3
55639,35221,3
55639,35333,1
55639,35535,1
55639,35940,1
55639,36011,8
55639,37912,1
55639,38051,1
55639,38383,1
55639,38656,1
55639,39558,2
55639,39619,1
55639,39812,1
55639,39877,1
55639,39928,6
55639,39993,1
55639,40268,1
55639,40396,3
55639,40449,1
55639,40706,1
55639,41544,1
55639,41787,6
55639,41805,1
55639,42193,1
55639,42585,6
55639,42625,6
55639,42701,5
55639,43129,1
55639,43768,1
55639,43789,1
55639,43936,1
55639,44142,2
55639,44359,2
55639,44926,1
55639,45014,1
55639,45066,1
55639,45309,1
55639,45664,1
55639,46169,1
55639,46676,1
55639,46802,1
55639,46969,2
55639,46979,1
55639,47626,4
55639,47759,3
55639,47766,12
55639,48079,1
55639,48175,1
55639,48204,1
55639,48246,1
55639,48383,1
55639,48745,1
55639,49075,2
55640,1,3
55640,3298,4
55640,8048,2
55640,12899,1
55640,13176,1
55640,13259,1
55640,13948,1
55640,20448,2
55640,20776,1
55640,20955,1
55640,21292,1
55640,25782,1
55641,274,1
55641,486,1
55641,779,1
55641,1069,1
55641,1235,1
55641,1697,1
55641,2014,1
55641,2113,1
55641,2727,2
55641,3618,20
55641,4148,1
55641,4371,1
55641,4957,2
55641,5047,1
55641,5710,1
55641,6364,1
55641,6448,1
55641,7606,1
55641,8490,3
55641,8584,1
55641,9736,3
55641,9741,5
55641,10646,1
55641,10794,2
55641,11471,1
55641,11710,2
55641,11925,2
55641,13974,1
55641,14932,1
55641,15057,1
55641,15233,2
55641,15928,3
55641,16997,3
55641,17122,1
55641,19051,1
55641,21564,1
55641,22542,3
55641,22553,1
55641,23375,1
55641,24010,1
55641,24029,1
55641,24925,1
55641,25451,1
55641,26505,1
55641,26826,1
55641,27531,1
55641,27801,1
55641,28299,1
55641,28976,1
55641,29392,1
55641,31268,1
55641,31319,1
55641,31438,3
55641,31802,1
55641,32645,3
55641,32842,1
55641,33129,1
55641,34456,1
55641,34503,2
55641,35731,1
55641,36046,1
55641,36159,1
55641,37217,1
55641,37262,2
55641,37477,1
55641,37588,4
55641,37776,1
55641,37940,1
55641,38782,1
55641,39581,1
55641,39844,1
55641,40292,1
55641,40403,1
55641,40519,1
55641,40571,1
55641,40600,1
55641,41317,1
55641,41844,1
55641,42356,1
55641,42460,7
55641,43900,2
55641,44300,2
55641,44319,1
55641,44949,1
55641,45259,1
55641,46475,1
55641,46775,2
55641,46960,6
55641,47515,1
55642,1700,1
55642,4347,1
55642,5782,1
55642,8424,1
55642,8536,1
55642,12276,1
55642,14739,1
55642,15097,1
55642,15716,1
55642,16445,1
55642,16801,1
55642,17008,1
55642,18663,1
55642,19821,1
55642,20876,1
55642,23219,1
55642,23495,1
55642,23763,2
55642,25919,1
55642,26172,1
55642,27415,1
55642,27681,1
55642,28842,1
55642,29078,1
55642,29487,1
55642,29893,1
55642,32511,1
55642,34494,1
55642,36591,1
55642,39142,1
55642,40136,1
55642,40338,1
55642,43263,1
55642,46804,1
55642,47626,1
55642,48538,1
55643,226,1
55643,248,6
55643,365,1
55643,421,1
55643,1025,1
55643,1158,1
55643,1640,1
55643,2002,2
55643,2091,10
55643,2361,2
55643,2596,1
55643,2838,1
55643,3869,1
55643,4605,1
55643,4957,1
55643,4994,1
55643,5337,4
55643,5449,1
55643,5785,1
55643,5912,1
55643,5943,2
55643,6860,1
55643,7963,11
55643,8163,2
55643,8935,2
55643,9286,1
55643,9339,1
55643,9416,1
55643,10246,2
55643,10574,1
55643,10685,1
55643,11520,1
55643,11610,1
55643,12312,1
55643,12932,1
55643,13212,2
55643,13772,1
55643,13984,2
55643,14464,1
55643,14529,1
55643,14704,1
55643,15613,4
55643,15693,2
55643,16083,3
55643,16185,11
55643,16616,1
55643,16868,3
55643,16965,1
55643,17149,1
55643,17334,1
55643,17338,1
55643,17530,13
55643,17807,9
55643,17872,4
55643,17948,3
55643,18465,1
55643,19467,1
55643,19660,10
55643,19678,4
55643,20114,2
55643,20119,2
55643,20383,1
55643,21137,1
55643,21267,2
55643,21386,10
55643,21463,2
55643,21841,1
55643,21903,2
55643,21999,6
55643,22247,1
55643,22548,1
55643,22935,1
55643,23291,1
55643,23537,2
55643,23630,2
55643,24184,2
55643,24489,1
55643,24838,9
55643,24852,5
55643,24964,1
55643,26800,1
55643,27086,1
55643,27344,1
55643,27522,1
55643,27642,2
55643,27695,3
55643,27966,1
55643,27999,1
55643,28204,5
55643,28832,1
55643,28849,1
55643,29127,2
55643,29307,1
55643,30122,2
55643,30450,1
55643,30489,11
55643,30604,1
55643,30967,2
55643,31506,1
55643,31634,1
55643,31635,1
55643,31717,1
55643,31893,2
55643,32029,2
55643,32467,2
55643,32655,6
55643,33015,1
55643,33929,1
55643,34126,1
55643,34295,1
55643,35633,1
55643,39469,1
55643,39911,9
55643,39928,1
55643,39984,1
55643,40002,10
55643,40593,1
55643,40604,1
55643,40706,4
55643,41007,1
55643,41690,1
55643,41774,1
55643,41950,8
55643,42028,2
55643,42701,1
55643,42736,1
55643,42828,9
55643,43086,1
55643,43749,1
55643,43889,1
55643,44359,1
55643,44471,2
55643,44628,1
55643,44632,7
55643,45002,1
55643,45535,1
55643,45679,3
55643,46069,5
55643,46346,7
55643,46667,5
55643,46692,7
55643,46709,1
55643,46802,2
55643,46969,6
55643,47626,2
55643,47652,2
55643,47672,5
55643,47766,1
55643,48043,1
55643,48094,1
55643,48171,1
55643,48595,1
55643,48679,1
55644,34,1
55644,2611,2
55644,4001,1
55644,5785,2
55644,5876,2
55644,5918,3
55644,6655,1
55644,7090,1
55644,7948,1
55644,10036,1
55644,10291,2
55644,10749,2
55644,10798,1
55644,11078,1
55644,12935,3
55644,13176,5
55644,13510,1
55644,14852,2
55644,15950,1
55644,17487,1
55644,17794,2
55644,17835,1
55644,18370,1
55644,19886,3
55644,21137,4
55644,21227,3
55644,21903,1
55644,21938,1
55644,22888,1
55644,22908,1
55644,24253,1
55644,24838,1
55644,25623,1
55644,27325,2
55644,28199,1
55644,29447,2
55644,30391,2
55644,31766,1
55644,33037,1
55644,33120,1
55644,34126,2
55644,35939,2
55644,36322,2
55644,37646,1
55644,38777,1
55644,39877,1
55644,40659,1
55644,42356,1
55644,43654,1
55644,44359,1
55644,44449,1
55644,44632,2
55644,45007,4
55644,45699,1
55644,47209,1
55645,449,12
55645,1398,1
55645,2015,10
55645,3808,1
55645,4595,8
55645,5077,1
55645,5460,5
55645,7641,10
55645,8195,1
55645,8707,17
55645,9007,2
55645,9364,2
55645,11456,15
55645,11461,7
55645,14104,17
55645,14488,8
55645,15424,1
55645,17119,3
55645,18669,1
55645,20463,8
55645,21333,6
55645,23753,1
55645,25544,1
55645,25844,1
55645,26185,1
55645,28733,2
55645,29315,7
55645,30170,1
55645,30265,1
55645,32888,1
55645,34368,10
55645,34622,1
55645,36186,17
55645,36393,1
55645,39581,4
55645,40136,3
55645,44167,1
55645,44234,1
55645,45318,16
55645,46041,14
55645,47479,1
55645,48118,1
55645,48695,7
55645,48933,1
55646,697,1
55646,1326,1
55646,1408,1
55646,3869,1
55646,4562,1
55646,4671,1
55646,4920,2
55646,5322,1
55646,5618,2
55646,7131,2
55646,7649,1
55646,8424,2
55646,9076,2
55646,9825,3
55646,10305,2
55646,11123,3
55646,11777,2
55646,12125,1
55646,12980,1
55646,13079,1
55646,13870,2
55646,14133,2
55646,14161,2
55646,14371,1
55646,14814,1
55646,14898,1
55646,15290,1
55646,15527,1
55646,15649,2
55646,16131,1
55646,16303,1
55646,16650,1
55646,16797,2
55646,17824,1
55646,17878,2
55646,19048,1
55646,19348,1
55646,19505,1
55646,19741,3
55646,20574,2
55646,21070,4
55646,21085,2
55646,21303,2
55646,21462,1
